timestamp,node_id,tilt_deg,vib_rms,vib_dom_freq_hz,strain_mm,crack_proxy,temp_c,lat,lng
2026-03-01 00:00:00,N08,-0.33,0.005708,2.74,-0.0001,0.000918,24.2,23.764926,86.416665
2026-03-01 01:00:00,N08,0.2348,0.005851,8.41,0.0008,0.000384,24.5,23.764926,86.416665
2026-03-01 02:00:00,N08,,,,,,,23.764926,86.416665
2026-03-01 03:00:00,N08,,,,,,,23.764926,86.416665
2026-03-01 04:00:00,N08,,,,,,,23.764926,86.416665
2026-03-01 05:00:00,N08,-0.1154,0.006145,3.82,0.0001,0.000226,29.8,23.764926,86.416665
2026-03-01 06:00:00,N08,-0.2238,0.007121,6.32,-0.0,0.007707,31.7,23.764926,86.416665
2026-03-01 07:00:00,N08,0.1584,0.835647,19.4,-0.0153,0.00011,33.6,23.764926,86.416665
2026-03-01 08:00:00,N08,-0.2033,0.005979,6.88,0.0002,0.007991,35.4,23.764926,86.416665
2026-03-01 09:00:00,N08,0.241,0.006098,4.84,0.0007,0.000137,37.0,23.764926,86.416665
2026-03-01 10:00:00,N08,0.101,0.006269,4.18,0.0005,0.000379,38.2,23.764926,86.416665
2026-03-01 11:00:00,N08,0.1536,0.008209,3.36,-0.0001,0.000326,38.9,23.764926,86.416665
2026-03-01 12:00:00,N08,-0.1781,0.005412,5.46,-0.0002,0.000138,39.2,23.764926,86.416665
2026-03-01 13:00:00,N08,-0.3267,0.005091,6.4,-0.0003,0.000553,38.9,23.764926,86.416665
2026-03-01 14:00:00,N08,0.1199,0.007633,3.07,-0.0013,0.000464,38.2,23.764926,86.416665
2026-03-01 15:00:00,N08,-0.0199,0.005243,7.76,-0.0013,4.2e-05,37.0,23.764926,86.416665
2026-03-01 16:00:00,N08,0.2124,0.007121,8.93,-0.0012,1.7e-05,35.4,23.764926,86.416665
2026-03-01 17:00:00,N08,-0.0415,0.0072,7.66,-0.0012,5.5e-05,33.6,23.764926,86.416665
2026-03-01 18:00:00,N08,0.089,0.00639,7.36,-0.0013,0.000144,31.7,23.764926,86.416665
2026-03-01 19:00:00,N08,0.0577,0.007276,7.65,-0.0015,0.000478,29.8,23.764926,86.416665
2026-03-01 20:00:00,N08,-0.3547,0.007192,1.14,-0.0023,0.001041,27.9,23.764926,86.416665
2026-03-01 21:00:00,N08,0.0801,0.005832,1.83,-0.0036,0.000946,26.4,23.764926,86.416665
2026-03-01 22:00:00,N08,,,,,,,23.764926,86.416665
2026-03-01 23:00:00,N08,,,,,,,23.764926,86.416665
2026-03-02 00:00:00,N08,-0.1691,0.00672,2.26,-0.0045,2.1e-05,24.1,23.764926,86.416665
2026-03-02 01:00:00,N08,0.0118,0.007155,2.08,-0.0045,0.000417,24.3,23.764926,86.416665
2026-03-02 02:00:00,N08,-0.1248,0.008029,8.31,-0.0036,0.00042,25.1,23.764926,86.416665
2026-03-02 03:00:00,N08,-0.1167,0.00599,6.09,-0.0037,0.000144,26.3,23.764926,86.416665
2026-03-02 04:00:00,N08,-0.0747,0.006188,2.85,-0.0039,3.4e-05,27.8,23.764926,86.416665
2026-03-02 05:00:00,N08,0.0754,0.005008,8.88,-0.0036,0.000115,29.6,23.764926,86.416665
2026-03-02 06:00:00,N08,-0.1754,0.00723,2.47,-0.0037,0.000156,31.6,23.764926,86.416665
2026-03-02 07:00:00,N08,0.0806,0.006726,7.59,-0.0033,0.000517,33.5,23.764926,86.416665
2026-03-02 08:00:00,N08,-0.1323,0.008636,5.5,-0.0027,0.000429,35.3,23.764926,86.416665
2026-03-02 09:00:00,N08,0.0514,0.00743,6.23,-0.0024,7e-06,36.9,23.764926,86.416665
2026-03-02 10:00:00,N08,0.4236,0.005979,6.98,-0.0027,2.5e-05,38.1,23.764926,86.416665
2026-03-02 11:00:00,N08,-0.065,0.005796,9.06,-0.0025,3e-06,38.8,23.764926,86.416665
2026-03-02 12:00:00,N08,-0.1389,0.005276,7.54,-0.0027,0.000363,39.1,23.764926,86.416665
2026-03-02 13:00:00,N08,0.0668,0.007027,6.26,-0.0032,0.00029,38.8,23.764926,86.416665
2026-03-02 14:00:00,N08,-0.1386,0.008508,7.62,-0.0032,0.007016,38.1,23.764926,86.416665
2026-03-02 15:00:00,N08,0.1253,0.994609,38.3,-0.0172,0.007105,36.9,23.764926,86.416665
2026-03-02 16:00:00,N08,-0.0213,0.988507,43.61,-0.0174,0.006955,35.3,23.764926,86.416665
2026-03-02 17:00:00,N08,-0.0391,0.005498,9.98,-0.0033,0.006812,33.5,23.764926,86.416665
2026-03-02 18:00:00,N08,0.2217,0.005336,4.34,-0.0038,0.000388,31.6,23.764926,86.416665
2026-03-02 19:00:00,N08,0.1144,0.005718,4.6,-0.0041,0.000126,29.6,23.764926,86.416665
2026-03-02 20:00:00,N08,-0.1251,0.007731,3.27,-0.0036,0.000182,27.8,23.764926,86.416665
2026-03-02 21:00:00,N08,-0.0509,0.007441,9.33,-0.0037,0.00024,26.3,23.764926,86.416665
2026-03-02 22:00:00,N08,0.0482,0.007576,8.23,-0.0041,0.000402,25.1,23.764926,86.416665
2026-03-02 23:00:00,N08,-0.5103,0.005902,2.27,-0.0045,0.000233,24.3,23.764926,86.416665
2026-03-03 00:00:00,N08,-0.0536,0.006882,8.39,-0.0045,0.000121,26.8,23.764926,86.416665
2026-03-03 01:00:00,N08,0.116,0.005526,1.7,-0.0043,0.000409,27.1,23.764926,86.416665
2026-03-03 02:00:00,N08,-0.202,0.00555,1.98,-0.0037,0.000178,27.9,23.764926,86.416665
2026-03-03 03:00:00,N08,0.0752,0.005436,1.42,-0.0039,1.7e-05,29.0,23.764926,86.416665
2026-03-03 04:00:00,N08,0.0169,0.006006,8.53,-0.0037,0.000171,30.6,23.764926,86.416665
2026-03-03 05:00:00,N08,-0.0747,0.010699,1.14,-0.0043,0.000292,32.4,23.764926,86.416665
2026-03-03 06:00:00,N08,0.4014,0.005283,3.52,-0.0043,0.000313,34.3,23.764926,86.416665
2026-03-03 07:00:00,N08,0.1189,0.005803,4.24,-0.0036,0.000403,36.3,23.764926,86.416665
2026-03-03 08:00:00,N08,-0.0107,0.00575,2.0,-0.0034,0.000166,38.1,23.764926,86.416665
2026-03-03 09:00:00,N08,,,,,,,23.764926,86.416665
2026-03-03 10:00:00,N08,,,,,,,23.764926,86.416665
2026-03-03 11:00:00,N08,-0.0033,0.005558,8.86,-0.0026,0.007361,41.6,23.764926,86.416665
2026-03-03 12:00:00,N08,-0.0184,0.527633,49.43,0.0121,0.000497,41.8,23.764926,86.416665
2026-03-03 13:00:00,N08,-0.0659,0.006156,4.1,-0.0036,0.00826,41.6,23.764926,86.416665
2026-03-03 14:00:00,N08,0.2031,0.005525,6.81,-0.0044,0.000568,40.8,23.764926,86.416665
2026-03-03 15:00:00,N08,0.1393,0.005745,2.29,-0.0048,0.000217,39.6,23.764926,86.416665
2026-03-03 16:00:00,N08,0.1513,0.006439,4.49,-0.0049,0.000121,38.1,23.764926,86.416665
2026-03-03 17:00:00,N08,0.1781,0.005957,1.48,-0.0045,0.000375,36.3,23.764926,86.416665
2026-03-03 18:00:00,N08,0.1171,0.005775,2.08,-0.0041,0.000416,34.3,23.764926,86.416665
2026-03-03 19:00:00,N08,-0.0732,0.008995,3.77,-0.0037,4.1e-05,32.4,23.764926,86.416665
2026-03-03 20:00:00,N08,0.1252,0.006358,8.38,-0.0042,0.000526,30.6,23.764926,86.416665
2026-03-03 21:00:00,N08,0.073,0.006389,5.61,-0.0048,0.000202,29.0,23.764926,86.416665
2026-03-03 22:00:00,N08,0.0397,0.005002,8.59,-0.0046,0.000494,27.9,23.764926,86.416665
2026-03-03 23:00:00,N08,-0.1768,0.005414,6.82,-0.0038,0.000244,27.1,23.764926,86.416665
2026-03-04 00:00:00,N08,-0.1249,0.005566,6.84,-0.0041,0.000286,24.2,23.764926,86.416665
2026-03-04 01:00:00,N08,-0.0984,0.006445,7.5,-0.0043,0.00026,24.5,23.764926,86.416665
2026-03-04 02:00:00,N08,-0.0001,0.007041,4.09,-0.0036,4e-06,25.2,23.764926,86.416665
2026-03-04 03:00:00,N08,0.0439,0.005524,5.25,-0.0043,0.000362,26.4,23.764926,86.416665
2026-03-04 04:00:00,N08,0.2434,0.005378,3.24,-0.0043,0.000608,28.0,23.764926,86.416665
2026-03-04 05:00:00,N08,0.1033,0.005386,5.5,-0.0031,0.000759,29.8,23.764926,86.416665
2026-03-04 06:00:00,N08,0.0027,0.008049,9.51,-0.0028,1.5e-05,31.7,23.764926,86.416665
2026-03-04 07:00:00,N08,,,,,,,23.764926,86.416665
