timestamp,node_id,tilt_deg,vib_rms,vib_dom_freq_hz,strain_mm,crack_proxy,temp_c,lat,lng
2026-03-01 00:00:00,N01,-0.2221,0.00788,2.13,0.0006,0.000438,27.4,23.766963,86.413209
2026-03-01 01:00:00,N01,-0.0926,0.006085,8.69,0.0011,0.000247,27.6,23.766963,86.413209
2026-03-01 02:00:00,N01,-0.0097,0.006124,5.52,0.0011,3.8e-05,28.4,23.766963,86.413209
2026-03-01 03:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 04:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 05:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 06:00:00,N01,0.1582,0.006305,2.83,0.0013,0.000263,34.9,23.766963,86.413209
2026-03-01 07:00:00,N01,-0.1104,0.006938,7.57,0.0013,0.00726,36.8,23.766963,86.413209
2026-03-01 08:00:00,N01,0.0037,0.835691,24.91,-0.0132,0.000227,38.6,23.766963,86.413209
2026-03-01 09:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 10:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 11:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 12:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 13:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 14:00:00,N01,0.1131,0.008663,2.18,0.0018,0.005741,41.4,23.766963,86.413209
2026-03-01 15:00:00,N01,-0.3285,0.722152,15.57,0.013,0.005439,40.2,23.766963,86.413209
2026-03-01 16:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 17:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 18:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 19:00:00,N01,,,,,,,23.766963,86.413209
2026-03-01 20:00:00,N01,-0.264,0.005562,8.74,-0.0002,0.000353,31.1,23.766963,86.413209
2026-03-01 21:00:00,N01,0.09,0.005646,6.4,-0.0004,0.000275,29.6,23.766963,86.413209
2026-03-01 22:00:00,N01,0.2341,0.005795,9.71,0.0004,0.000109,28.4,23.766963,86.413209
2026-03-01 23:00:00,N01,-0.2071,0.008128,6.98,-0.0002,0.000482,27.6,23.766963,86.413209
2026-03-02 00:00:00,N01,-0.0277,0.006625,5.91,-0.0006,0.000339,25.0,23.766963,86.413209
2026-03-02 01:00:00,N01,0.236,0.006632,4.54,-0.0009,0.000364,25.3,23.766963,86.413209
2026-03-02 02:00:00,N01,0.0021,0.006814,3.5,0.0001,0.000309,26.0,23.766963,86.413209
2026-03-02 03:00:00,N01,,,,,,,23.766963,86.413209
2026-03-02 04:00:00,N01,,,,,,,23.766963,86.413209
2026-03-02 05:00:00,N01,,,,,,,23.766963,86.413209
2026-03-02 06:00:00,N01,,,,,,,23.766963,86.413209
2026-03-02 07:00:00,N01,0.0955,0.005545,1.97,0.0001,5.5e-05,34.5,23.766963,86.413209
2026-03-02 08:00:00,N01,0.1908,0.00652,1.72,0.0005,7.7e-05,36.3,23.766963,86.413209
2026-03-02 09:00:00,N01,-0.0654,0.006225,4.26,-0.0001,0.000208,37.8,23.766963,86.413209
2026-03-02 10:00:00,N01,0.0977,0.005421,9.39,0.0,0.000237,39.0,23.766963,86.413209
2026-03-02 11:00:00,N01,-0.0705,0.007741,4.05,0.0004,5.8e-05,39.8,23.766963,86.413209
2026-03-02 12:00:00,N01,0.0647,0.009042,1.65,-0.0001,0.00025,40.0,23.766963,86.413209
2026-03-02 13:00:00,N01,-0.1344,0.005068,8.72,-0.0001,1.7e-05,39.8,23.766963,86.413209
2026-03-02 14:00:00,N01,,,,,,,23.766963,86.413209
2026-03-02 15:00:00,N01,,,,,,,23.766963,86.413209
