timestamp,node_id,tilt_deg,vib_rms,vib_dom_freq_hz,strain_mm,crack_proxy,temp_c,lat,lng
2026-03-01 00:00:00,N04,-0.1228,0.005815,7.74,-0.0002,9.1e-05,27.4,23.765475,86.41402
2026-03-01 01:00:00,N04,0.2043,0.005198,8.6,-0.0001,4.6e-05,27.6,23.765475,86.41402
2026-03-01 02:00:00,N04,-0.0074,0.005057,6.17,-0.0001,0.000177,28.4,23.765475,86.41402
2026-03-01 03:00:00,N04,-0.0737,0.00503,8.6,-0.0005,0.000283,29.6,23.765475,86.41402
2026-03-01 04:00:00,N04,-0.0018,0.005427,8.93,0.0005,0.000877,31.1,23.765475,86.41402
2026-03-01 05:00:00,N04,-0.1894,0.007698,6.6,0.0013,0.000447,32.9,23.765475,86.41402
2026-03-01 06:00:00,N04,-0.1569,0.006318,8.48,0.0014,0.000303,34.9,23.765475,86.41402
2026-03-01 07:00:00,N04,0.1534,0.006706,3.13,0.0007,0.007668,36.8,23.765475,86.41402
2026-03-01 08:00:00,N04,0.3176,0.606168,43.59,-0.014,0.000392,38.6,23.765475,86.41402
2026-03-01 09:00:00,N04,,,,,,,23.765475,86.41402
2026-03-01 10:00:00,N04,,,,,,,23.765475,86.41402
2026-03-01 11:00:00,N04,,,,,,,23.765475,86.41402
2026-03-01 12:00:00,N04,,,,,,,23.765475,86.41402
2026-03-01 13:00:00,N04,-0.0058,0.006112,8.37,0.0008,0.000978,42.1,23.765475,86.41402
2026-03-01 14:00:00,N04,-0.1906,0.005093,9.32,0.0012,0.009722,41.4,23.765475,86.41402
2026-03-01 15:00:00,N04,0.4179,0.876494,18.33,0.0202,0.009392,40.2,23.765475,86.41402
2026-03-01 16:00:00,N04,0.0609,0.646764,29.64,0.02,0.009865,38.6,23.765475,86.41402
2026-03-01 17:00:00,N04,0.355,0.008432,7.28,0.0005,0.009854,36.8,23.765475,86.41402
2026-03-01 18:00:00,N04,0.1201,0.005334,6.1,0.0003,0.000382,34.9,23.765475,86.41402
2026-03-01 19:00:00,N04,0.0948,0.005517,7.88,0.0012,0.000294,32.9,23.765475,86.41402
