timestamp,node_id,tilt_deg,vib_rms,vib_dom_freq_hz,strain_mm,crack_proxy,temp_c,lat,lng
2026-03-01 00:00:00,N06,0.0775,0.005997,5.05,-0.0006,0.000347,27.8,23.765879,86.418634
2026-03-01 01:00:00,N06,-0.0634,0.005062,6.96,-0.0009,0.000123,28.1,23.765879,86.418634
2026-03-01 02:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 03:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 04:00:00,N06,0.0772,0.007691,8.46,-0.0021,0.00039,31.6,23.765879,86.418634
2026-03-01 05:00:00,N06,0.1263,0.005403,1.07,-0.0023,0.000208,33.4,23.765879,86.418634
2026-03-01 06:00:00,N06,0.0383,0.006334,9.51,-0.0026,7.1e-05,35.3,23.765879,86.418634
2026-03-01 07:00:00,N06,-0.035,0.006292,5.22,-0.0025,0.002341,37.3,23.765879,86.418634
2026-03-01 08:00:00,N06,0.003,0.633953,27.52,-0.0072,0.000413,39.1,23.765879,86.418634
2026-03-01 09:00:00,N06,0.0191,0.005965,2.54,-0.0016,0.004011,40.6,23.765879,86.418634
2026-03-01 10:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 11:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 12:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 13:00:00,N06,-0.169,0.009993,9.75,-0.0026,4.5e-05,42.6,23.765879,86.418634
2026-03-01 14:00:00,N06,-0.0711,0.00602,4.81,-0.0026,0.000316,41.8,23.765879,86.418634
2026-03-01 15:00:00,N06,-0.0705,0.005266,2.18,-0.0033,0.000284,40.6,23.765879,86.418634
2026-03-01 16:00:00,N06,-0.0496,0.006367,8.15,-0.0031,0.000444,39.1,23.765879,86.418634
2026-03-01 17:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 18:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 19:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 20:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 21:00:00,N06,,,,,,,23.765879,86.418634
2026-03-01 22:00:00,N06,0.0057,0.005475,2.82,-0.0022,0.000119,28.8,23.765879,86.418634
2026-03-01 23:00:00,N06,,,,,,,23.765879,86.418634
2026-03-02 00:00:00,N06,-0.0016,0.00593,8.2,-0.0018,0.00037,26.6,23.765879,86.418634
2026-03-02 01:00:00,N06,0.1791,0.005093,8.59,-0.0011,0.000678,26.9,23.765879,86.418634
2026-03-02 02:00:00,N06,-0.3212,0.005658,7.0,-0.0005,5.4e-05,27.6,23.765879,86.418634
2026-03-02 03:00:00,N06,-0.289,0.007402,5.13,-0.0012,0.000205,28.8,23.765879,86.418634
2026-03-02 04:00:00,N06,-0.0552,0.006669,2.42,-0.0009,3.7e-05,30.4,23.765879,86.418634
2026-03-02 05:00:00,N06,-0.1879,0.005668,3.37,-0.0011,7.2e-05,32.2,23.765879,86.418634
2026-03-02 06:00:00,N06,0.0935,0.007021,6.7,-0.0008,5.4e-05,34.1,23.765879,86.418634
