timestamp,node_id,tilt_deg,vib_rms,vib_dom_freq_hz,strain_mm,crack_proxy,temp_c,lat,lng
2026-03-01 00:00:00,N02,0.1168,0.005482,7.07,-0.0009,0.000443,22.2,23.767062,86.413001
2026-03-01 01:00:00,N02,-0.0221,0.00874,4.31,-0.0005,0.000331,22.4,23.767062,86.413001
2026-03-01 02:00:00,N02,0.1222,0.00551,7.32,-0.0003,9e-06,23.2,23.767062,86.413001
2026-03-01 03:00:00,N02,,,,,,,23.767062,86.413001
2026-03-01 04:00:00,N02,,,,,,,23.767062,86.413001
2026-03-01 05:00:00,N02,,,,,,,23.767062,86.413001
2026-03-01 06:00:00,N02,,,,,,,23.767062,86.413001
2026-03-01 07:00:00,N02,-0.2955,0.006552,4.33,-0.0017,0.000818,31.6,23.767062,86.413001
2026-03-01 08:00:00,N02,-0.0515,0.005762,4.58,-0.0025,0.000154,33.4,23.767062,86.413001
2026-03-01 09:00:00,N02,-0.0644,0.007349,4.52,-0.0014,0.000589,35.0,23.767062,86.413001
2026-03-01 10:00:00,N02,-0.0876,0.007166,6.37,-0.0013,0.000267,36.2,23.767062,86.413001
2026-03-01 11:00:00,N02,,,,,,,23.767062,86.413001
2026-03-01 12:00:00,N02,,,,,,,23.767062,86.413001
2026-03-01 13:00:00,N02,0.021,0.006761,3.32,-0.0004,0.000121,36.9,23.767062,86.413001
2026-03-01 14:00:00,N02,,,,,,,23.767062,86.413001
2026-03-01 15:00:00,N02,,,,,,,23.767062,86.413001
2026-03-01 16:00:00,N02,-0.2034,0.005538,3.92,-0.001,0.004348,33.4,23.767062,86.413001
2026-03-01 17:00:00,N02,-0.0141,0.006117,4.7,0.0005,0.000949,31.6,23.767062,86.413001
2026-03-01 18:00:00,N02,-0.1267,0.007523,5.38,0.0009,0.000314,29.7,23.767062,86.413001
2026-03-01 19:00:00,N02,-0.3054,0.007657,6.82,0.0011,0.000692,27.7,23.767062,86.413001
2026-03-01 20:00:00,N02,-0.2343,0.005945,6.27,0.0022,0.000283,25.9,23.767062,86.413001
2026-03-01 21:00:00,N02,0.0368,0.009899,1.04,0.0017,0.000844,24.4,23.767062,86.413001
2026-03-01 22:00:00,N02,-0.0711,0.005142,8.64,0.0006,0.000353,23.2,23.767062,86.413001
2026-03-01 23:00:00,N02,0.0028,0.006367,3.92,0.001,0.000553,22.4,23.767062,86.413001
2026-03-02 00:00:00,N02,-0.2631,0.009818,1.58,0.0017,0.000573,26.1,23.767062,86.413001
2026-03-02 01:00:00,N02,-0.1541,0.00537,4.19,0.0021,0.000239,26.4,23.767062,86.413001
2026-03-02 02:00:00,N02,-0.189,0.00549,6.44,0.0021,8.3e-05,27.1,23.767062,86.413001
2026-03-02 03:00:00,N02,0.0913,0.006489,9.88,0.0023,0.000109,28.3,23.767062,86.413001
2026-03-02 04:00:00,N02,0.2466,0.00637,5.9,0.0024,0.000138,29.9,23.767062,86.413001
2026-03-02 05:00:00,N02,-0.1244,0.005718,7.94,0.0025,0.000313,31.7,23.767062,86.413001
2026-03-02 06:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 07:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 08:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 09:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 10:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 11:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 12:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 13:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 14:00:00,N02,,,,,,,23.767062,86.413001
2026-03-02 15:00:00,N02,0.1133,0.641308,44.49,0.038,6.1e-05,38.9,23.767062,86.413001
2026-03-02 16:00:00,N02,-0.0497,0.005027,4.39,0.0048,0.016731,37.4,23.767062,86.413001
2026-03-02 17:00:00,N02,0.089,0.006114,8.11,0.0045,0.000117,35.6,23.767062,86.413001
2026-03-02 18:00:00,N02,0.1141,0.006929,6.28,0.005,0.000436,33.6,23.767062,86.413001
2026-03-02 19:00:00,N02,0.0241,0.006056,5.67,0.0054,0.000462,31.7,23.767062,86.413001
2026-03-02 20:00:00,N02,0.1672,0.00683,8.58,0.006,0.00023,29.9,23.767062,86.413001
2026-03-02 21:00:00,N02,-0.1077,0.005502,6.27,0.0058,0.000167,28.3,23.767062,86.413001
