timestamp,node_id,tilt_deg,vib_rms,vib_dom_freq_hz,strain_mm,crack_proxy,temp_c,lat,lng
2026-03-01 00:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 01:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 02:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 03:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 04:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 05:00:00,N08,0.1616,0.007879,3.08,-0.0009,0.000146,29.5,23.768382,86.418748
2026-03-01 06:00:00,N08,0.0528,0.007644,6.29,-0.0012,0.000188,31.4,23.768382,86.418748
2026-03-01 07:00:00,N08,0.1724,0.005176,9.71,-0.0013,0.007149,33.4,23.768382,86.418748
2026-03-01 08:00:00,N08,-0.0091,0.802519,35.26,0.0131,0.006971,35.2,23.768382,86.418748
2026-03-01 09:00:00,N08,0.0387,0.765457,33.63,0.0126,0.006906,36.7,23.768382,86.418748
2026-03-01 10:00:00,N08,0.1018,0.006088,1.76,-0.0007,0.006868,37.9,23.768382,86.418748
2026-03-01 11:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 12:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 13:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 14:00:00,N08,0.241,0.007721,5.01,-0.0019,9.8e-05,37.9,23.768382,86.418748
2026-03-01 15:00:00,N08,0.0678,0.006944,9.67,-0.0021,0.007878,36.7,23.768382,86.418748
2026-03-01 16:00:00,N08,0.4428,0.917204,24.53,-0.0177,0.001962,35.2,23.768382,86.418748
2026-03-01 17:00:00,N08,0.0751,0.830443,39.64,-0.0061,0.013298,33.4,23.768382,86.418748
2026-03-01 18:00:00,N08,0.1636,0.876724,48.58,0.0089,0.00188,31.4,23.768382,86.418748
2026-03-01 19:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 20:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 21:00:00,N08,,,,,,,23.768382,86.418748
2026-03-01 22:00:00,N08,-0.1837,0.00773,5.03,-0.0015,0.000109,25.0,23.768382,86.418748
2026-03-01 23:00:00,N08,0.2769,0.007217,1.46,-0.0016,0.000199,24.2,23.768382,86.418748
