timestamp,node_id,tilt_deg,vib_rms,vib_dom_freq_hz,strain_mm,crack_proxy,temp_c,lat,lng
2026-03-01 00:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 01:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 02:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 03:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 04:00:00,N03,0.0412,0.005161,9.56,0.002,0.000149,28.8,23.768763,86.411222
2026-03-01 05:00:00,N03,0.0288,0.007731,4.12,0.0019,0.000245,30.6,23.768763,86.411222
2026-03-01 06:00:00,N03,-0.0484,0.005325,5.52,0.0015,0.000113,32.6,23.768763,86.411222
2026-03-01 07:00:00,N03,-0.0112,0.007178,8.35,0.0021,0.000615,34.5,23.768763,86.411222
2026-03-01 08:00:00,N03,0.0858,0.006552,5.14,0.0027,9.9e-05,36.3,23.768763,86.411222
2026-03-01 09:00:00,N03,-0.0941,0.005292,9.07,0.0019,0.003373,37.9,23.768763,86.411222
2026-03-01 10:00:00,N03,0.1088,0.778539,42.86,-0.004,0.003114,39.1,23.768763,86.411222
2026-03-01 11:00:00,N03,-0.032,0.708493,18.52,-0.0043,0.002901,39.8,23.768763,86.411222
2026-03-01 12:00:00,N03,0.0293,0.006646,4.17,0.0018,0.003024,40.1,23.768763,86.411222
2026-03-01 13:00:00,N03,-0.1995,0.007019,2.02,0.0018,0.000139,39.8,23.768763,86.411222
2026-03-01 14:00:00,N03,0.2278,0.007292,6.79,0.002,0.000285,39.1,23.768763,86.411222
2026-03-01 15:00:00,N03,0.2421,0.006505,8.58,0.0023,0.000118,37.9,23.768763,86.411222
2026-03-01 16:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 17:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 18:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 19:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 20:00:00,N03,,,,,,,23.768763,86.411222
2026-03-01 21:00:00,N03,-0.0608,0.005534,3.18,0.0037,0.000274,27.3,23.768763,86.411222
2026-03-01 22:00:00,N03,0.3325,0.006047,8.09,0.0042,0.000305,26.1,23.768763,86.411222
2026-03-01 23:00:00,N03,-0.0409,0.005877,6.6,0.0043,0.00016,25.3,23.768763,86.411222
2026-03-02 00:00:00,N03,-0.1409,0.007355,9.52,0.0039,0.000375,24.9,23.768763,86.411222
2026-03-02 01:00:00,N03,-0.0865,0.005167,5.19,0.0036,0.000125,25.2,23.768763,86.411222
2026-03-02 02:00:00,N03,0.2554,0.00872,8.01,0.0036,0.000318,25.9,23.768763,86.411222
2026-03-02 03:00:00,N03,-0.1625,0.006543,8.05,0.0029,3e-06,27.1,23.768763,86.411222
2026-03-02 04:00:00,N03,-0.1237,0.005597,7.8,0.0036,0.000185,28.7,23.768763,86.411222
2026-03-02 05:00:00,N03,-0.1811,0.005074,3.07,0.0033,0.000328,30.5,23.768763,86.411222
2026-03-02 06:00:00,N03,0.2017,0.005441,6.67,0.0043,0.007338,32.4,23.768763,86.411222
2026-03-02 07:00:00,N03,0.0094,0.739607,48.92,0.018,0.000396,34.4,23.768763,86.411222
2026-03-02 08:00:00,N03,-0.1344,0.005155,7.57,0.0051,0.006543,36.2,23.768763,86.411222
2026-03-02 09:00:00,N03,-0.0868,0.007269,3.21,0.0049,1.2e-05,37.7,23.768763,86.411222
2026-03-02 10:00:00,N03,0.1989,0.005088,3.99,0.005,0.00526,38.9,23.768763,86.411222
2026-03-02 11:00:00,N03,0.2445,0.938704,44.09,-0.0056,0.000359,39.7,23.768763,86.411222
2026-03-02 12:00:00,N03,,,,,,,23.768763,86.411222
2026-03-02 13:00:00,N03,,,,,,,23.768763,86.411222
2026-03-02 14:00:00,N03,,,,,,,23.768763,86.411222
2026-03-02 15:00:00,N03,,,,,,,23.768763,86.411222
2026-03-02 16:00:00,N03,0.0951,0.677833,15.33,0.0207,0.007041,36.2,23.768763,86.411222
2026-03-02 17:00:00,N03,-0.1005,0.007188,8.47,0.0061,0.007391,34.4,23.768763,86.411222
2026-03-02 18:00:00,N03,0.2045,0.009149,1.25,0.0059,0.000593,32.4,23.768763,86.411222
2026-03-02 19:00:00,N03,0.0154,0.007714,7.58,0.005,0.000345,30.5,23.768763,86.411222
2026-03-02 20:00:00,N03,-0.315,0.005794,4.13,0.0052,0.000245,28.7,23.768763,86.411222
2026-03-02 21:00:00,N03,-0.0375,0.005948,4.35,0.0054,0.000317,27.1,23.768763,86.411222
2026-03-02 22:00:00,N03,-0.2401,0.005597,6.27,0.0058,0.000537,25.9,23.768763,86.411222
2026-03-02 23:00:00,N03,-0.0496,0.006299,2.14,0.0065,0.000774,25.2,23.768763,86.411222
2026-03-03 00:00:00,N03,0.0914,0.008007,8.5,0.0074,0.000407,25.9,23.768763,86.411222
2026-03-03 01:00:00,N03,0.0924,0.007013,8.87,0.0073,0.000281,26.1,23.768763,86.411222
2026-03-03 02:00:00,N03,0.1337,0.006075,7.54,0.008,0.000179,26.9,23.768763,86.411222
2026-03-03 03:00:00,N03,-0.0051,0.005946,1.04,0.0077,4.2e-05,28.1,23.768763,86.411222
2026-03-03 04:00:00,N03,-0.2303,0.005088,5.95,0.008,0.000144,29.6,23.768763,86.411222
2026-03-03 05:00:00,N03,-0.0673,0.007507,2.33,0.008,0.000217,31.4,23.768763,86.411222
2026-03-03 06:00:00,N03,0.136,0.005464,2.4,0.0076,0.005354,33.4,23.768763,86.411222
2026-03-03 07:00:00,N03,-0.0385,0.672205,39.96,-0.0027,0.00022,35.3,23.768763,86.411222
2026-03-03 08:00:00,N03,-0.0043,0.008589,4.15,0.0072,0.005339,37.1,23.768763,86.411222
2026-03-03 09:00:00,N03,0.1172,0.005266,8.76,0.0079,0.00043,38.7,23.768763,86.411222
2026-03-03 10:00:00,N03,0.1508,0.006129,3.22,0.008,4.1e-05,39.9,23.768763,86.411222
2026-03-03 11:00:00,N03,-0.1829,0.005059,2.06,0.008,1.2e-05,40.6,23.768763,86.411222
2026-03-03 12:00:00,N03,-0.1203,0.007619,9.36,0.008,0.00011,40.9,23.768763,86.411222
2026-03-03 13:00:00,N03,-0.0481,0.005374,9.16,0.0078,0.008967,40.6,23.768763,86.411222
2026-03-03 14:00:00,N03,0.0939,0.690683,44.61,-0.0099,0.00108,39.9,23.768763,86.411222
2026-03-03 15:00:00,N03,-0.017,0.007039,2.12,0.0057,0.007566,38.7,23.768763,86.411222
2026-03-03 16:00:00,N03,0.0085,0.006348,9.71,0.0052,0.000575,37.1,23.768763,86.411222
2026-03-03 17:00:00,N03,0.006,0.005301,3.89,0.0045,0.000733,35.3,23.768763,86.411222
2026-03-03 18:00:00,N03,0.0566,0.009715,7.22,0.0038,0.000579,33.4,23.768763,86.411222
