timestamp,node_id,tilt_deg,vib_rms,vib_dom_freq_hz,strain_mm,crack_proxy,temp_c,lat,lng
2026-03-01 00:00:00,N06,,,,,,,23.768333,86.419872
2026-03-01 01:00:00,N06,,,,,,,23.768333,86.419872
2026-03-01 02:00:00,N06,,,,,,,23.768333,86.419872
2026-03-01 03:00:00,N06,0.138,0.007369,7.94,0.001,0.000257,27.3,23.768333,86.419872
2026-03-01 04:00:00,N06,0.0975,0.006625,6.72,0.001,0.000272,28.8,23.768333,86.419872
2026-03-01 05:00:00,N06,-0.0211,0.007565,8.95,0.0016,8.5e-05,30.6,23.768333,86.419872
2026-03-01 06:00:00,N06,0.0542,0.006337,4.51,0.0008,0.000291,32.6,23.768333,86.419872
2026-03-01 07:00:00,N06,,,,,,,23.768333,86.419872
2026-03-01 08:00:00,N06,,,,,,,23.768333,86.419872
2026-03-01 09:00:00,N06,0.0607,0.005837,5.57,0.0008,0.008792,37.9,23.768333,86.419872
2026-03-01 10:00:00,N06,-0.2561,0.660168,27.81,-0.0165,0.008246,39.1,23.768333,86.419872
2026-03-01 11:00:00,N06,0.1508,0.761685,28.77,-0.0157,0.008776,39.8,23.768333,86.419872
2026-03-01 12:00:00,N06,-0.1375,0.005899,7.57,0.0011,0.008881,40.1,23.768333,86.419872
2026-03-01 13:00:00,N06,0.1547,0.006992,4.42,0.002,0.000833,39.8,23.768333,86.419872
2026-03-01 14:00:00,N06,0.1586,0.007364,6.87,0.0028,5e-06,39.1,23.768333,86.419872
2026-03-01 15:00:00,N06,0.1186,0.005304,9.92,0.002,0.000394,37.9,23.768333,86.419872
2026-03-01 16:00:00,N06,0.1392,0.0058,1.96,0.002,0.000531,36.3,23.768333,86.419872
2026-03-01 17:00:00,N06,0.0386,0.00693,6.18,0.001,0.000607,34.5,23.768333,86.419872
2026-03-01 18:00:00,N06,,,,,,,23.768333,86.419872
2026-03-01 19:00:00,N06,,,,,,,23.768333,86.419872
2026-03-01 20:00:00,N06,,,,,,,23.768333,86.419872
2026-03-01 21:00:00,N06,0.2602,0.005247,3.04,0.0021,0.000144,27.3,23.768333,86.419872
2026-03-01 22:00:00,N06,-0.0038,0.005058,8.49,0.0019,0.000631,26.1,23.768333,86.419872
2026-03-01 23:00:00,N06,-0.255,0.007842,3.37,0.0008,0.000632,25.3,23.768333,86.419872
2026-03-02 00:00:00,N06,0.2066,0.006663,2.97,0.0006,6.8e-05,24.9,23.768333,86.419872
2026-03-02 01:00:00,N06,0.1346,0.006268,5.31,0.001,0.000346,25.2,23.768333,86.419872
2026-03-02 02:00:00,N06,,,,,,,23.768333,86.419872
2026-03-02 03:00:00,N06,,,,,,,23.768333,86.419872
2026-03-02 04:00:00,N06,,,,,,,23.768333,86.419872
2026-03-02 05:00:00,N06,,,,,,,23.768333,86.419872
2026-03-02 06:00:00,N06,,,,,,,23.768333,86.419872
2026-03-02 07:00:00,N06,0.1203,0.802693,34.78,0.0074,0.000612,34.4,23.768333,86.419872
2026-03-02 08:00:00,N06,0.0135,0.005238,5.48,0.0026,0.002348,36.2,23.768333,86.419872
2026-03-02 09:00:00,N06,0.3241,0.006495,1.49,0.0027,0.000444,37.7,23.768333,86.419872
2026-03-02 10:00:00,N06,0.1555,0.005104,6.07,0.0035,0.003247,38.9,23.768333,86.419872
2026-03-02 11:00:00,N06,0.2382,0.718857,21.69,0.0092,0.000156,39.7,23.768333,86.419872
2026-03-02 12:00:00,N06,0.2242,0.007433,2.51,0.0032,0.003006,39.9,23.768333,86.419872
2026-03-02 13:00:00,N06,0.0737,0.005389,4.31,0.0032,0.000327,39.7,23.768333,86.419872
2026-03-02 14:00:00,N06,0.1665,0.005644,9.78,0.0026,0.002401,38.9,23.768333,86.419872
2026-03-02 15:00:00,N06,,,,,,,23.768333,86.419872
2026-03-02 16:00:00,N06,,,,,,,23.768333,86.419872
2026-03-02 17:00:00,N06,,,,,,,23.768333,86.419872
2026-03-02 18:00:00,N06,-0.1754,0.008224,7.03,0.0037,0.00064,32.4,23.768333,86.419872
2026-03-02 19:00:00,N06,0.0133,0.008479,4.93,0.0039,0.00014,30.5,23.768333,86.419872
2026-03-02 20:00:00,N06,0.1955,0.005978,9.6,0.0039,5.7e-05,28.7,23.768333,86.419872
2026-03-02 21:00:00,N06,0.0161,0.006256,7.27,0.0038,0.000175,27.1,23.768333,86.419872
2026-03-02 22:00:00,N06,0.1943,0.00696,1.46,0.0036,0.00014,25.9,23.768333,86.419872
2026-03-02 23:00:00,N06,-0.0971,0.006575,8.72,0.0035,3.1e-05,25.2,23.768333,86.419872
2026-03-03 00:00:00,N06,0.1145,0.005308,6.28,0.0037,0.000509,25.9,23.768333,86.419872
2026-03-03 01:00:00,N06,,,,,,,23.768333,86.419872
